<music21.chord.Chord A4 B-4>|<music21.note.Rest rest>
<music21.chord.Chord C3 F4 B-4 C5 A5>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord C3 F4 B-4 C5 A5>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord C3 E4 F4 B-4 C5 A5>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
<music21.chord.Chord C2 E4 F4 B-4 C5 A5>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord C2 E4 F4 B-4 C5 A5>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord C2 D4 E4 G4 G5>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord C2 D4 E4 F4 F5>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord C2 D4 E4 F4 E5 F5>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
<music21.chord.Chord F2 D4 E4 F4 E5 F5>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord F2 D4 F4 F5>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord F2 C4 D4 F4 A4 F5>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord F2 C4 D4 F4 B-4 F5>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord F2 C4 D4 B-4 F5>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord F2 C4 D4 A4 B-4 F5>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|<music21.chord.Chord B1 F#2 C4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 F#2 C4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 C4 B-4 E-5>
0|0
<music21.chord.Chord F2 C4 D4 A4 B-4>|<music21.chord.Chord B1 F#2 C4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord F2 F4 F5>|<music21.chord.Chord C4 B-4>
0|0
0|0
0|0
0|0
0|0
0|<music21.chord.Chord C4 B-4>
0|0
0|0
0|0
0|0
0|0
0|0
0|0
0|0
0|0
0|0
0|0
